0,10491,16043,506,12826,8065,8226,2767,240,18673,9279,10579,20928
1,17819,8313,6433,6224,5120,5824,12812,17187,9940,13447,13825,18483
2,17957,6024,8681,18628,12794,5915,14576,10970,12064,20437,4455,7151
3,19777,6183,9972,14536,8182,17749,11341,5556,4379,17434,15477,18532
4,4651,19689,1608,659,16707,14335,6143,3058,14618,17894,20684,5306
5,9778,2552,12096,12369,15198,16890,4851,3109,1700,18725,1997,15882
6,486,6111,13743,11537,5591,7433,15227,14145,1483,3887,17431,12430
7,20647,14311,11734,4180,8110,5525,12141,15761,18661,18441,10569,8192
8,3791,14759,15264,19918,10132,9062,10010,12786,10675,9682,19246,5454
9,19525,9485,7777,19999,8378,9209,3163,20232,6690,16518,716,7353
10,4588,6709,20202,10905,915,4317,11073,13576,16433,368,3508,21171
11,14072,4033,19959,12608,631,19494,14160,8249,10223,21504,12395,4322
12,13800,14161
13,2948,9647
14,14693,16027
15,20506,11082
16,1143,9020
17,13501,4014
18,1548,2190
19,12216,21556
20,2095,19897
21,4189,7958
22,15940,10048
23,515,12614
24,8501,8450
25,17595,16784
26,5913,8495
27,16394,10423
28,7409,6981
29,6678,15939
30,20344,12987
31,2510,14588
32,17918,6655
33,6703,19451
34,496,4217
35,7290,5766
36,10521,8925
37,20379,11905
38,4090,5838
39,19082,17040
40,20233,12352
41,19365,19546
42,6249,19030
43,11037,19193
44,19760,11772
45,19644,7428
46,16076,3521
47,11779,21062
48,13062,9682
49,8934,5217
50,11087,3319
51,18892,4356
52,7894,3898
53,5963,4360
54,7346,11726
55,5182,5609
56,2412,17295
57,9845,20494
58,6687,1864
59,20564,5216
0,18226,17207
1,9380,8266
2,7073,3065
3,18252,13437
4,9161,15642
5,10714,10153
6,11585,9078
7,5359,9418
8,9024,9515
9,1206,16354
10,14994,1102
11,9375,20796
12,15964,6027
13,14789,6452
14,8002,18591
15,14742,14089
16,253,3045
17,1274,19286
18,14777,2044
19,13920,9900
20,452,7374
21,18206,9921
22,6131,5414
23,10077,9726
24,12045,5479
25,4322,7990
26,15616,5550
27,15561,10661
28,20718,7387
29,2518,18804
30,8984,2600
31,6516,17909
32,11148,98
33,20559,3704
34,7510,1569
35,16000,11692
36,9147,10303
37,16650,191
38,15577,18685
39,17167,20917
40,4256,3391
41,20092,17219
42,9218,5056
43,18429,8472
44,12093,20753
45,16345,12748
46,16023,11095
47,5048,17595
48,18995,4817
49,16483,3536
50,1439,16148
51,3661,3039
52,19010,18121
53,8968,11793
54,13427,18003
55,5303,3083
56,531,16668
57,4771,6722
58,5695,7960
59,3589,14630
