5650,4143,8750,583,6720,8071,635,1767,1344,6922,738,6658
5696,1685,3207,415,7019,5023,5608,2605,857,6915,1770,8016
3992,771,2190,7258,8970,7792,1802,1866,6137,8841,886,1931
4108,3781,7577,6810,9322,8226,5396,5867,4428,8827,7766,2254
4247,888,4367,8821,9660,324,5864,4774,227,7889,6405,8963
9693,500,2520,2227,1811,9330,1928,5140,4030,4824,806,3134
1652,8171,1435
3366,6543,3745
9286,8509,4645
7397,5790,8972
6597,4422,1799
9276,4041,3847
8683,7378,4946
5348,1993,9186
6724,9015,5646
4502,4439,8474
5107,7342,9442
1387,8910,2660
