31413,18834,28884,947,23050,14484,14809,4968,455,33659,16666,19008
13172,19939,13354,13719,6132,20086,34040,13442,27958,16813,29619,16553
1499,32075,14962,11578,11204,9217,10485,23062,30936,17892,24204,24885
32490,18086,18007,4957,7285,32073,19038,7152,12486,13483,24808,21759
32321,10839,15620,33521,23030,10646,26236,19744,21713,36784,8016,12869
35597,11129,17948,26160,14729,31943,20416,10000,7882,31380,27858,33356
14125,12131,36199,4058,35992,36594,33698,15475,1566,18498,12725,7067
17406,8372,35437,2888,1184,30068,25802,11056,5507,26313,32205,37232
15254,5365,17308,22519,35009,718,5240,16778,23131,24092,20587,33385
27455,17602,4590,21767,22266,27357,30400,8732,5596,3060,33703,3596
6882,873,10997,24738,20770,10067,13379,27409,25463,2673,6998,31378
15181,13645,34501,3393,3840,35227,15562,23615,38342,12139,19471,15483
13350,6707,23709,37204,25778,21082,7511,14588,10010,21854,28375,33591
12514,4695,37190,21379,18723,5802,7182,2529,29936,35860,28338,10835
34283,25610,33026,31017,21259,2165,21807,37578,1175,16710,21939,30841
27292,33730,6836,26476,27539,35784,18245,16394,17939,23094,19216,17432
11655,6183,38708,28408,35157,17089,13998,36029,15052,16617,5638,36464
15693,28923,26245,9432,11675,25720,26405,5838,31851,26898,8090,37037
24418,27583,7959,35562,37771,17784,11382,11156,37855,7073,21685,34515
10977,13633,30969,7516,11943,18199,5231,13825,19589,23661,11150,35602
19124,30774,6670,37344,16510,26317,23518,22957,6348,34069,8845,20175
34985,14441,25668,4116,3019,21049,37308,24551,24727,20104,24850,12114
38187,28527,13108,13985,1425,21477,30807,8613,26241,33368,35913,32477
5903,34390,24641,26556,23007,27305,38247,2621,9122,32806,21554,18685
17287,27292,19033
25796,31795,12152
12184,35088,31226
38263,33386,24892
23114,37995,29796
34336,10551,36245
35407,175,7203
14654,38201,22605
28404,6595,1018
19932,3524,29305
31749,20247,8128
18026,36357,26735
7543,29767,13588
13333,25965,8463
14504,36796,19710
4528,25299,7318
35091,25550,14798
7824,215,1248
30848,5362,17291
28932,30249,27073
13062,2103,16206
7129,32062,19612
9512,21936,38833
35849,33754,23450
18705,28656,18111
22749,27456,32187
28229,31684,30160
15293,8483,28002
14880,13334,12584
28646,2558,19687
6259,4499,26336
11952,28386,8405
10609,961,7582
10423,13191,26818
15922,36654,21450
10492,1532,1205
30551,36482,22153
5156,11330,34243
28616,35369,13322
8962,1485,21186
23541,17445,35561
33133,11593,19895
33917,7863,33651
20063,28331,10702
13195,21107,21859
4364,31137,4804
5585,2037,4830
30672,16927,14800
