23606,36098,1140,28859,18148,18510,6226,540,42014,20879,23802,47088
16419,24928,16609,17248,7693,24997,42587,16858,34921,21042,37024,20692
1874,40094,18704,14474,14004,11519,13106,28826,38669,22363,30255,31105
22254,40564,22645,22532,6134,9176,39998,23892,8937,15608,16854,31009
8037,40401,13550,19526,41902,28782,13304,32796,24679,27140,45980,10021
40540,44498,13911,22435,32701,18405,39929,25521,12497,9851,39223,34823
15233,45333,5041,44979,45710,42150,19416,1892,23121,15860,8832,10308
10468,44296,3611,1480,37581,32254,13817,6883,32892,40258,46538,11940
6705,21634,28150,43757,895,6547,20970,28914,30117,25736,41734,11392
22002,5739,27210,27828,34192,37992,10915,6998,3824,42130,4494,35739
8515,1191,13642,30950,25943,12673,16726,34261,31828,3340,8747,39225
18979,17058,43130,4246,4793,44030,19454,29511,47929,15174,24333,19354
16694,8381,29642,46516,32224,26344,9405,18292,12437,27316,35466,41992
15642,5871,46489,26723,23396,7257,8974,3156,37420,44823,35423,13541
42858,32008,41282,38773,26570,2702,27260,46974,1469,20887,27426,38553
22152,24261,8297
19347,9978,27802
34991,6354,33561
29782,30875,29523
9278,48512,14349
38061,4165,43878
8548,33172,34410
22535,28811,23950
20439,4027,24186
38618,8187,30947
35538,43880,21459
7091,45616,15063
5505,9315,21908
36046,32914,11836
7304,39782,33721
16905,29962,12980
11171,23709,22460
34541,9937,44500
14035,47316,8815
15057,45482,24461
30518,36877,879
7583,13364,24332
448,27056,4682
12083,31378,21670
1159,18031,2221
17028,38715,9350
17343,24530,29574
46128,31039,32818
20373,36967,18345
46685,20622,32806
