22422,10282,11626,19997,11161,2922,3122,99,5625,17064,8270,179
25087,16218,17015,828,20041,25656,4186,11629,22599,17305,22515,6463
11049,22853,25706,14388,5500,19245,8732,2177,13555,11346,17265,3069
16581,22225,12563,19717,23577,11555,25496,6853,25403,5218,15925,21766
16529,14487,7643,10715,17442,11119,5679,14155,24213,21000,1116,15620
5340,8636,16693,1434,5635,6516,9482,20189,1066,15013,25361,14243
18506,22236,20912,8952,5421,15691,6126,21595,500,6904,13059,6802
8433,4694,5524,14216,3685,19721,25420,9937,23813,9047,25651,16826
21500,24814,6344,17382,7064,13929,4004,16552,12818,8720,5286,2206
22517,2429,19065,2921,21611,1873,7507,5661,23006,23128,20543,19777
1770,4636,20900,14931,9247,12340,11008,12966,4471,2731,16445,791
6635,14556,18865,22421,22124,12697,9803,25485,7744,18254,11313,9004
19982,23963,18912,7206,12500,4382,20067,6177,21007,1195,23547,24837
756,11158,14646,20534,3647,17728,11676,11843,12937,4402,8261,22944
9306,24009,10012,11081,3746,24325,8060,19826,842,8836,2898,5019
7575,7455,25244,4736,14400,22981,5543,8006,24203,13053,1120,5128
3482,9270,13059,15825,7453,23747,3656,24585,16542,17507,22462,14670
15627,15290,4198,22748,5842,13395,23918,16985,14929,3726,25350,24157
24896,16365,16423,13461,16615,8107,24741,3604,25904,8716,9604,20365
3729,17245,18448,9862,20831,25326,20517,24618,13282,5099,14183,8804
16455,17646,15376,18194,25528,1777,6066,21855,14372,12517,4488,17490
1400,8135,23375,20879,8476,4084,12936,25536,22309,16582,6402,24360
25119,23586,128,4761,10443,22536,8607,9752,25446,15053,1856,4040
377,21160,13474,5451,17170,5938,10256,11972,24210,17833,22047,16108
13075,9648,24546,13150,23867,7309,19798,2988,16858,4825,23950,15125
20526,3553,11525,23366,2452,17626,19265,20172,18060,24593,13255,1552
18839,21132,20119,15214,14705,7096,10174,5663,18651,19700,12524,14033
4127,2971,17499,16287,22368,21463,7943,18880,5567,8047,23363,6797
10651,24471,14325,4081,7258,4949,7044,1078,797,22910,20474,4318
21374,13231,22985,5056,3821,23718,14178,9978,19030,23594,8895,25358
6199,22056,7749,13310,3999,23697,16445,22636,5225,22437,24153,9442
7978,12177,2893,20778,3175,8645,11863,24623,10311,25767,17057,3691
20473,11294,9914,22815,2574,8439,3699,5431,24840,21908,16088,18244
8208,5755,19059,8541,24924,6454,11234,10492,16406,10831,11436,9649
16264,11275,24953,2347,12667,19190,7257,7174,24819,2938,2522,11749
3627,5969,13862,1538,23176,6353,2855,17720,2472,7428,573,15036
0,18539,18661
1,10502,3002
2,9368,10761
3,12299,7828
4,15048,13362
5,18444,24640
6,20775,19175
7,18970,10971
8,5329,19982
9,11296,18655
10,15046,20659
11,7300,22140
12,22029,14477
13,11129,742
14,13254,13813
15,19234,13273
16,6079,21122
17,22782,5828
18,19775,4247
19,1660,19413
20,4403,3649
21,13371,25851
22,22770,21784
23,10757,14131
24,16071,21617
25,6393,3725
26,597,19968
27,5743,8084
28,6770,9548
29,4285,17542
30,13568,22599
31,1786,4617
32,23238,11648
33,19627,2030
34,13601,13458
35,13740,17328
36,25012,13944
37,22513,6687
38,4934,12587
39,21197,5133
40,22705,6938
41,7534,24633
42,24400,12797
43,21911,25712
44,12039,1140
45,24306,1021
46,14012,20747
47,11265,15219
48,4670,15531
49,9417,14359
50,2415,6504
51,24964,24690
52,14443,8816
53,6926,1291
54,6209,20806
55,13915,4079
56,24410,13196
57,13505,6117
58,9869,8220
59,1570,6044
60,25780,17387
61,20671,24913
62,24558,20591
63,12402,3702
64,8314,1357
65,20071,14616
66,17014,3688
67,19837,946
68,15195,12136
69,7758,22808
70,3564,2925
71,3434,7769
