0,5611,2563,2900
1,5220,3143,4813
2,2481,834,81
3,6265,4064,4265
4,1055,2914,5638
5,1734,2182,3315
6,3342,5678,2246
7,2185,552,3385
8,2615,236,5334
9,1546,1755,3846
10,4154,5561,3142
11,4382,2957,5400
12,1209,5329,3179
13,1421,3528,6063
14,1480,1072,5398
15,3843,1777,4369
16,1334,2145,4163
17,2368,5055,260
0,6118,5405
1,2994,4370
2,3405,1669
3,4640,5550
4,1354,3921
5,117,1713
6,5425,2866
7,6047,683
8,5616,2582
9,2108,1179
10,933,4921
11,5953,2261
12,1430,4699
13,5905,480
14,4289,1846
15,5374,6208
16,1775,3476
17,3216,2178
0,4165,884
1,2896,3744
2,874,2801
3,3423,5579
4,3404,3552
5,2876,5515
6,516,1719
7,765,3631
8,5059,1441
9,5629,598
10,5405,473
11,4724,5210
12,155,1832
13,1689,2229
14,449,1164
15,2308,3088
16,1122,669
17,2268,5758
0,5878,2609
1,782,3359
2,1231,4231
3,4225,2052
4,4286,3517
5,5531,3184
6,1935,4560
7,1174,131
8,3115,956
9,3129,1088
10,5238,4440
11,5722,4280
12,3540,375
13,191,2782
14,906,4432
15,3225,1111
16,6296,2583
17,1457,903
0,855,4475
1,4097,3970
2,4433,4361
3,5198,541
4,1146,4426
5,3202,2902
6,2724,525
7,1083,4124
8,2326,6003
9,5605,5990
10,4376,1579
11,4407,984
12,1332,6163
13,5359,3975
14,1907,1854
15,3601,5748
16,6056,3266
17,3322,4085
0,1768,3244
1,2149,144
2,1589,4291
3,5154,1252
4,1855,5939
5,4820,2706
6,1475,3360
7,4266,693
8,4156,2018
9,2103,752
10,3710,3853
11,5123,931
12,6146,3323
13,1939,5002
14,5140,1437
15,1263,293
16,5949,4665
17,4548,6380
0,3171,4690
1,5204,2114
2,6384,5565
3,5722,1757
4,2805,6264
5,1202,2616
6,1018,3244
7,4018,5289
8,2257,3067
9,2483,3073
10,1196,5329
11,649,3918
12,3791,4581
13,5028,3803
14,3119,3506
15,4779,431
16,3888,5510
17,4387,4084
0,5836,1692
1,5126,1078
2,5721,6165
3,3540,2499
4,2225,6348
5,1044,1484
6,6323,4042
7,1313,5603
8,1303,3496
9,3516,3639
10,5161,2293
11,4682,3845
12,3045,643
13,2818,2616
14,3267,649
15,6236,593
16,646,2948
17,4213,1442
0,5779,1596
1,2403,1237
2,2217,1514
3,5609,716
4,5155,3858
5,1517,1312
6,2554,3158
7,5280,2643
8,4990,1353
9,5648,1170
10,1152,4366
11,3561,5368
12,3581,1411
13,5647,4661
14,1542,5401
15,5078,2687
16,316,1755
17,3392,1991
